"zone","state","lga","sector","ea","hhid","plotid","sa1q1aa","sa1q1a","prefilled_gps_area","sa1q1d","sa1q3","sa1q4","sa1q5","sa1q5_os","sa1q6","sa1q7","sa1q7_os","sa1q2","sa1q2b","sa1q2c_1","sa1q2c_2","sa1q2c_3","sa1q2c_4","sa1q2c_5","sa1q2c_6","sa1q8a","sa1q8b","sa1q8c","sa1q8c_os","sa1q9","sa1q10","sa1q10_os","sa1q10_0","sa1q11"
4,1,109,2,1214,19093,1,1,1,850.23999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1214,19093,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19093,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19093,4,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19093,5,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19094,1,1,1,1139.9,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1214,19094,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19094,3,1,1,800.60999,1,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,2829.2
4,1,109,2,1214,19094,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19095,1,1,1,425.31,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1214,19095,2,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19095,3,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,891.91
4,1,109,2,1214,19095,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19096,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,923.65
4,1,109,2,1214,19096,2,1,1,610.87,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1214,19096,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19096,4,1,1,898.15997,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1792,19097,1,1,1,1263.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1792,19097,2,1,1,3462.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1792,19097,4,1,1,1873.4,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1792,19097,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19098,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1792,19098,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1792,19098,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19098,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19098,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19099,1,1,2,,2,2,1,,,,,,2,2,,,,,,,1,,,,1,,,,960.43
4,1,109,2,1792,19099,2,1,1,738.98999,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,109,2,1792,19100,1,1,1,1549.2,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1792,19100,2,1,1,1662.4,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1792,19100,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19101,1,1,1,205.09,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1792,19101,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,149.95
4,1,109,2,1792,19101,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19103,1,1,2,,2,3,1,,,,,,1,2,,,,,,,1,,,,1,,,,2111.9
4,1,109,2,1792,19103,2,2,2,,2,3,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19104,1,1,1,2858.1001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1792,19104,2,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,4115
4,1,109,2,1792,19104,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19105,1,1,1,723.32001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1792,19105,2,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,2240
4,1,109,2,1792,19105,3,1,1,1476.6,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1792,19105,4,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,109,2,1792,19105,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19106,1,1,1,97.300003,1,7,1,,,,,,6,2,,,,,,,1,,,,1,,,,166.44
4,1,109,2,1792,19106,2,1,2,,2,6,1,,,,,,7,2,,,,,,,1,,,,1,,,,172.31
4,1,109,2,1792,19106,3,2,2,,2,6,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19107,1,1,1,525.65997,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1792,19107,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19110,1,1,1,2257.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1996,19110,2,1,1,1726,1,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
4,1,109,2,1996,19110,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19111,1,1,1,1128,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,929.49
4,1,109,2,1996,19111,2,1,1,828.95001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1996,19111,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19112,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
4,1,109,2,1996,19112,2,1,1,1552.9,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1996,19112,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19113,1,1,1,1217.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1996,19113,2,1,1,2188.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1996,19115,1,1,1,496.63,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19115,2,1,1,1250.8,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19115,3,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19116,1,1,1,1577.8,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19116,2,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,2286
4,1,109,2,1996,19116,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19116,4,1,1,1611.5,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19117,1,1,1,1919.3,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19117,2,1,1,644.59003,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19117,3,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,4525.1
4,1,109,2,1996,19117,4,1,1,907.59998,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19117,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19117,6,1,1,405.12,1,1,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,109,2,1996,19118,1,1,1,1238.1,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
4,1,109,2,1996,19118,2,1,2,,2,1,1,,,,,,1,1,3,,,,,,1,,,,1,,,,1038.2
4,1,109,2,1996,19118,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19119,1,1,1,2105.8,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19119,2,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,109,2,1996,19119,3,1,1,1634.2,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1996,19119,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19120,1,1,1,1957.4,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1996,19120,2,1,1,2381.5,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1996,19120,3,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19120,4,1,1,577.81,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19121,1,1,1,966.77002,2,3,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19121,2,1,1,656.17999,2,3,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19121,3,2,2,,2,3,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19122,1,1,1,730.67999,1,2,1,,,,,,1,2,,,,,,,1,,,,1,,,,767.74
4,1,110,2,338,19122,2,1,1,912.12,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
4,1,110,2,338,19122,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19123,1,1,1,387.26999,2,2,1,,,,,,2,1,4,,,,,,1,,,,,,,,
4,1,110,2,338,19123,2,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19124,1,1,1,1273.1,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,110,2,338,19124,2,1,1,942.39001,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,110,2,338,19124,3,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19125,1,1,1,213.16,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19125,2,1,1,154,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19125,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19126,1,1,1,268.51999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19126,2,1,1,1247.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19126,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19127,1,1,1,469.79999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19127,2,1,1,760.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19127,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19129,1,1,1,288.38,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19129,2,1,1,197.47,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19129,3,1,1,498.51999,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19129,4,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19130,1,1,1,582.63,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19130,2,1,1,1057.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19130,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19131,1,1,1,1194.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,110,2,338,19131,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,494.28
4,1,110,2,338,19131,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19133,1,1,1,644.21997,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,111,2,118,19133,2,1,1,1132.8,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,111,2,118,19133,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19135,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19135,2,1,1,590.69,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,111,2,118,19136,1,1,1,287.85001,2,2,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
4,1,111,2,118,19136,2,1,1,387.45999,2,2,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
4,1,111,2,118,19136,3,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19137,1,1,1,2519.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,111,2,118,19137,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19138,1,1,1,2956.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,111,2,118,19138,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19139,1,1,1,166.00999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,111,2,118,19139,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19140,1,1,1,626.83002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,111,2,118,19140,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19141,1,1,1,985.76001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,111,2,118,19141,2,1,1,992.37,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,111,2,118,19141,3,1,1,1384.7,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,111,2,118,19143,1,1,1,499.92999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,111,2,118,19143,2,1,1,730.37,2,1,1,,,,,,2,1,1,3,,,,,1,,,,,,,,
4,1,111,2,118,19143,3,1,1,364.78,1,1,1,,,,,,1,1,2,3,,,,,1,,,,1,,,,365.51
4,1,111,2,118,19143,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19144,1,1,1,1062.6,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,111,2,118,19144,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,266,19151,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,266,19153,1,1,1,254.98,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,112,2,556,19158,1,1,1,547.96997,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,112,2,556,19158,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
4,1,112,2,556,19158,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19158,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19158,5,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
4,1,112,2,556,19158,6,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
4,1,112,2,556,19159,1,1,1,2404,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19159,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,112,2,556,19159,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,112,2,556,19159,4,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,112,2,556,19159,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19159,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19160,1,1,1,2373.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19160,2,1,1,1596.6,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19160,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19161,1,1,1,676.19,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19161,2,1,1,438.73999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19161,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19161,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19163,1,1,1,1788.3,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,112,2,556,19163,2,1,1,1370.8,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,112,2,556,19163,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19164,1,1,2,,2,1,1,,,,,,1,1,3,,,,,,1,,,,2,4,,,
4,1,112,2,556,19164,2,1,1,2904.8,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
4,1,112,2,556,19164,3,1,1,2493.6001,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
4,1,112,2,556,19164,4,1,2,,2,1,1,,,,,,1,1,3,,,,,,1,,,,2,4,,,
4,1,112,2,556,19164,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19165,1,1,1,518.09998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19165,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19165,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19166,1,1,1,1593.3,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,112,2,556,19166,2,1,1,985.77002,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,112,2,556,19166,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19166,4,1,1,1335.1,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,112,2,556,19166,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19167,1,1,1,325.03,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,592.93
4,1,112,2,556,19167,2,1,1,590.04999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19167,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,112,2,556,19168,1,1,1,3905.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19168,2,1,1,1947.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19168,3,1,1,774.67999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,112,2,556,19168,4,1,1,4379.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,6,19169,1,1,1,2061.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,6,19169,2,1,1,5969.7002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,6,19169,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19169,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19169,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19169,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19170,1,1,1,6533.6001,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
4,1,113,2,6,19170,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19170,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19173,1,1,1,78.269997,2,1,1,,,,,,2,1,1,,,,,,1,,,,,,,,
4,1,113,2,6,19173,2,1,1,4172.1001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,6,19173,3,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,113,2,6,19174,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1277
4,1,113,2,6,19174,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1251.7
4,1,113,2,6,19174,3,1,1,767.32001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,6,19174,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19175,1,1,1,3213.2,2,1,1,,,,,,2,1,1,,,,,,1,,,,,,,,
4,1,113,2,6,19175,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19177,1,1,1,6421.1001,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,6,19177,2,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19178,1,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,113,2,6,19178,2,1,1,409.73999,1,2,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,113,2,6,19178,3,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,113,2,6,19178,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19179,1,1,1,7605.2002,2,1,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,113,2,6,19179,2,1,1,7590.6001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,6,19179,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,6,19180,1,1,1,1262.5,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,6,19180,2,1,1,1138.3,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19181,1,1,1,3213.3,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,44,19181,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19181,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19182,1,1,1,697.07001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,44,19182,2,1,1,829.96002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,44,19182,3,1,1,593.41998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,44,19182,4,1,1,308.51001,1,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,113,2,44,19182,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19183,1,1,1,882.31,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,44,19184,1,1,1,962.60999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,44,19184,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,113,2,44,19184,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,113,2,44,19184,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19185,1,1,1,2421.3999,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19185,2,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,1298.2
4,1,113,2,44,19185,3,1,1,547.40997,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19185,4,1,1,526.75,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19185,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19185,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19185,7,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19186,1,1,1,3210,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19186,2,1,1,963.46997,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19186,3,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,1453.7
4,1,113,2,44,19186,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19187,1,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,1340.1
4,1,113,2,44,19187,2,1,1,1481.7,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19187,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19187,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19188,1,1,1,5340.8999,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19188,2,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,5163.1
4,1,113,2,44,19188,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19191,1,1,1,2390.6001,2,4,1,,,,,,4,2,,,,,,,1,,,,,,,,
4,1,113,2,44,19191,2,1,2,,2,4,1,,,,,,4,2,,,,,,,1,,,,2,4,,,
4,1,113,2,44,19191,3,2,2,,2,4,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,44,19192,1,1,1,2212.3999,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,44,19192,3,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,1,,,
4,1,113,2,44,19192,4,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,2,,,
4,1,113,2,44,19192,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,284,19193,1,1,1,8535.4004,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,284,19193,2,1,1,9003.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,284,19194,1,1,1,376.48001,2,4,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,113,2,284,19194,2,1,2,,2,4,1,,,,,,1,1,3,,,,,,1,,,,1,,,,1591.6
4,1,113,2,284,19195,1,1,1,235.95,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,113,2,284,19195,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
4,1,113,2,284,19197,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,113,2,284,19202,1,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,2,,,
