"zone","state","lga","sector","ea","hhid","plotid","sa1q1aa","sa1q1a","prefilled_gps_area","sa1q1d","sa1q3","sa1q4","sa1q5","sa1q5_os","sa1q6","sa1q7","sa1q7_os","sa1q2","sa1q2b","sa1q2c_1","sa1q2c_2","sa1q2c_3","sa1q2c_4","sa1q2c_5","sa1q2c_6","sa1q8a","sa1q8b","sa1q8c","sa1q8c_os","sa1q9","sa1q10","sa1q10_os","sa1q10_0","sa1q11"
3,17,1712,2,126,179036,3,1,1,3205.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1712,2,126,179036,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179037,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179037,2,1,1,3247.8999,2,2,1,,,,,,3,1,4,,,,,,1,,,,,,,,
3,17,1715,2,3064,179039,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179039,2,1,1,10150,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179041,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179041,2,1,1,11728,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179041,3,1,1,2562.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179042,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179042,2,1,1,4525.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179044,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179044,2,1,1,4542.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179044,3,1,1,7740.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179045,1,1,1,1998.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179045,2,1,1,5765.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179045,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179046,1,1,1,2010.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179046,2,1,1,4823.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179046,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179047,1,1,1,3577.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1715,2,3064,179047,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1715,2,3064,179048,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179049,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179049,2,1,1,3540.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179049,3,1,1,5825.2002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179049,4,1,1,2041.9,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179049,6,1,1,805.98999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179049,7,1,1,1141.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179050,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179050,2,1,1,3292.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179052,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179052,2,1,1,7205.1001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,17,1716,2,1344,179053,1,1,1,2992.6001,1,1,1,,,,,,1,1,3,,,,,,1,,,,1,,,,2048.2
3,17,1716,2,1344,179053,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179054,1,1,1,7848.8999,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
3,17,1716,2,1344,179054,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179055,1,1,1,12933,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179055,2,1,1,11041,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179055,3,1,1,8342.2998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179055,4,1,1,5516.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179055,5,1,1,816.78003,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1968
3,17,1716,2,1344,179055,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179056,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179056,2,1,1,21904,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179056,3,1,1,1380.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179056,4,1,1,2094.6001,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1236.8
3,17,1716,2,1344,179058,1,1,1,7413.5,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
3,17,1716,2,1344,179058,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179059,1,1,1,1212.6,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,6043.7
3,17,1716,2,1344,179059,2,1,1,6288.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179059,3,1,1,24216,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179059,4,1,1,7555,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179059,5,1,1,2169.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1716,2,1344,179059,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179059,7,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1716,2,1344,179060,1,1,1,1835.5,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,17,1716,2,1344,179060,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179061,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179061,2,1,1,41485,2,1,1,,,,,,1,1,14,,,,,,1,,,,,,,,
3,17,1717,2,378,179061,3,1,1,11135,2,1,1,,,,,,1,1,14,,,,,,1,,,,,,,,
3,17,1717,2,378,179061,4,1,1,5680.1001,2,1,1,,,,,,1,1,14,,,,,,1,,,,,,,,
3,17,1717,2,378,179061,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179061,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179061,7,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
6,24,2417,1,0,179062,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
6,24,2417,1,0,179062,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179063,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179063,2,1,1,1060.1,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179063,3,1,1,1122.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179063,4,1,1,29756,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179063,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179064,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179064,2,1,1,16043,2,1,1,,,,,,1,1,3,4,,,,,1,,,,,,,,
3,17,1717,2,378,179065,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179065,2,1,1,5575.2998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179067,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179067,2,1,1,2129.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179067,3,1,1,1907.6,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179067,4,1,1,1992.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179068,1,1,1,13370,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179068,2,1,1,2755.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179068,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179069,1,1,1,13006,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179069,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179070,1,1,1,10158,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179070,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1717,2,378,179072,1,1,1,15295,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1717,2,378,179072,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1721,1,1272,179073,1,2,2,,2,4,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1721,1,1272,179074,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1721,1,1272,179074,2,1,1,10217,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1721,1,1272,179075,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1721,1,1272,179079,1,1,1,8358.0996,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1721,1,1272,179079,2,1,1,13566,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1721,1,1272,179079,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1721,1,1272,179081,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1721,1,1272,179082,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1723,1,668,179085,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1723,1,668,179086,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1723,1,668,179086,2,1,1,8969.5996,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1723,1,668,179086,3,1,1,351.42999,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1723,1,668,179089,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,4133
3,17,1723,1,668,179089,2,1,1,6334.2002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1723,1,668,179089,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1723,1,668,179091,1,2,2,,2,1,2,2,,,2,,,,,,,,,,,,,,,,,,
3,17,1723,1,668,179091,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1723,1,668,179092,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1723,1,668,179092,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179097,1,2,2,,2,3,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179097,2,1,1,14378,2,3,1,,,,,,1,1,3,,,,,,1,,,,,,,,
3,17,1725,2,200,179098,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179098,2,1,1,19073,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179098,3,1,1,4006.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179100,1,1,1,8783,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179100,2,1,1,3067,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179100,3,1,1,5105.7998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179100,4,1,1,19377,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179100,5,1,1,7830.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179100,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179101,1,1,1,29158,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179101,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179102,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179102,2,1,1,10684,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179103,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179103,2,1,1,19825,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179104,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179104,2,1,1,19538,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179105,1,1,1,11479,2,1,1,,,,,,1,1,5,,,,,,1,,,,,,,,
3,17,1725,2,200,179105,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179106,1,1,1,15350,2,1,1,,,,,,1,1,5,,,,,,1,,,,,,,,
3,17,1725,2,200,179106,2,1,1,7922.6001,2,1,1,,,,,,1,1,5,,,,,,1,,,,,,,,
3,17,1725,2,200,179106,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,17,1725,2,200,179108,1,1,1,14984,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179108,2,1,1,16061,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,17,1725,2,200,179108,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180031,1,1,1,1503.1,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180031,2,1,1,2748.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180031,3,1,1,1997.9,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180032,1,1,1,1405.4,1,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
3,18,1803,2,840,180032,2,1,1,2397,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180033,1,1,1,4257.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180033,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180034,1,1,1,2423.8999,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,6017.8
3,18,1803,2,840,180034,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180035,1,1,2,,2,2,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
3,18,1803,2,840,180035,2,1,2,,2,2,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
3,18,1803,2,840,180036,1,1,1,9112.9004,2,3,1,,,,,,3,2,,,,,,,2,1,5,,,,,,
3,18,1803,2,840,180036,2,1,1,3517.2,2,3,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180036,3,1,1,6434.6001,2,3,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180037,1,1,1,78894,2,11,1,,,,,,11,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180037,2,1,1,4783.6001,2,11,1,,,,,,11,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180038,1,1,1,6257.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180038,3,1,1,3887.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180038,4,1,1,13474,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,840,180039,1,1,1,2697.8999,2,1,2,1,,,6,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180039,2,1,1,4752.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,0,180040,1,1,1,16198,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1803,2,0,180040,3,1,1,1360,1,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
3,18,1816,1,378,180041,1,1,1,5357.2998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180041,2,1,1,2723.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180041,4,1,1,2229.1001,1,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
3,18,1816,1,378,180041,6,1,1,2143.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180041,7,1,1,2486.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180041,8,1,1,2201.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180041,9,1,1,545.79999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180042,1,1,1,7242.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180042,2,1,1,3514.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180042,3,1,1,904.97998,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1371.4
3,18,1816,1,378,180042,4,1,1,2422.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180043,1,1,1,547.21997,1,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
3,18,1816,1,378,180044,1,1,1,1517.5,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
3,18,1816,1,378,180044,2,1,1,2276.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180045,1,1,1,2844.5,2,1,2,1,,,7,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180046,1,2,2,,2,5,1,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,1,1,1,6232.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180047,2,1,1,7569.7998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180047,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180049,1,1,1,1961,1,1,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
3,18,1816,1,378,180049,2,1,1,1474,1,1,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
3,18,1816,1,378,180050,1,1,1,652.48999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1816,1,378,180050,2,1,1,1458.2,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1871.8
3,18,1820,2,450,180091,1,1,1,7011.7002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1820,2,450,180091,2,1,1,4392.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1820,2,450,180091,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,18,1820,2,450,180092,1,1,1,35366,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1820,2,450,180093,1,1,1,2494.1001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1820,2,450,180093,2,1,1,1988.9,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1820,2,450,180094,1,1,1,2537.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1820,2,450,180094,2,1,1,3443,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1820,2,450,180095,1,1,1,11772,2,3,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1820,2,450,180096,1,1,1,2321.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1820,2,450,180097,1,1,1,4356.2002,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1820,2,450,180098,1,1,1,3415,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1820,2,450,180099,1,1,1,7487.8999,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1820,2,450,180100,1,1,1,7541.7998,2,4,1,,,,,,2,2,,,,,,,1,,,,,,,,
3,18,1820,2,450,180100,2,1,1,3158.5,2,4,1,,,,,,2,1,4,,,,,,1,,,,,,,,
3,18,1802,2,1040,189003,1,1,1,1406.9,1,1,1,,,,,,1,1,2,,,,,,1,,,,2,5,"INSECURITY AND KIDNAPING ACTIVITIES REPORTED BY THE RESPONDENT",,
3,18,1802,2,1040,189003,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,5,"INSECURITY AND KIDNAPING ACTIVITIES REPORTED BY THE RESPONDENT",,
3,18,1802,2,1040,189003,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,5,"INSECURITY AND KIDNAPING ACTIVITIES AROUND THE FARM AREA REPORTED BY THE RESPONDENT",,
3,18,1802,2,1040,189005,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
3,18,1802,2,1040,189006,1,1,1,1171.4,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1040,189006,2,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
3,18,1802,2,1040,189007,1,1,1,1000,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1040,189007,2,1,1,2168.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1040,189007,4,1,1,42597,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1040,189008,1,1,1,4220.2002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1040,189008,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
3,18,1802,2,1040,189009,1,1,1,872.97998,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1802,2,1040,189010,1,1,2,,2,5,1,,,,,,5,1,6,7,,,,,2,1,5,,2,4,,,
3,18,1802,2,1040,189011,1,1,1,615.14001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1040,189011,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
3,18,1802,2,1040,189012,1,1,1,1113.2,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1802,2,1554,189014,1,1,1,4851.7998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189015,1,1,1,16074,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189016,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
3,18,1802,2,1554,189016,3,1,1,2710,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189017,1,1,1,2936.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189018,1,1,1,3985.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189018,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
3,18,1802,2,1554,189018,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
3,18,1802,2,1554,189019,1,1,1,2114.6001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1802,2,1554,189020,1,1,1,930.62,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189021,1,1,1,5717,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189021,2,1,1,3584.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189023,1,1,1,3827.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1802,2,1554,189023,2,1,1,5496.2998,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
3,18,1802,2,1554,189024,1,1,1,4410.8999,1,1,1,,,,,,1,1,5,,,,,,1,,,,1,,,,2361.7
3,18,1802,2,1554,189024,2,1,2,,2,1,1,,,,,,1,1,2,5,,,,,1,,,,1,,,,2574.7
3,18,1802,1,3204,189029,1,1,1,1316.3,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1805,2,674,189037,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,674,189037,2,1,1,532.95001,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1250.5
3,18,1805,2,674,189037,3,1,1,956.34003,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1558.5
3,18,1805,2,674,189037,4,1,1,2675,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1805,2,674,189037,5,1,1,1439.1,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1805,2,674,189038,1,1,1,4633.8999,2,1,1,,,,,,1,1,10,,,,,,1,,,,,,,,
3,18,1805,2,674,189038,2,1,1,1118.9,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1282
3,18,1805,2,674,189038,3,1,1,1758.9,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,2753.2
3,18,1805,2,674,189038,4,1,1,1953.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1805,2,674,189039,1,1,1,1025.8,1,1,1,,,,,,1,1,2,3,,,,,1,,,,1,,,,982.66
3,18,1805,2,674,189039,2,1,1,1670.3,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1518.3
3,18,1805,2,674,189040,1,1,1,7619.8999,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1805,2,674,189040,2,1,1,2733.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1805,2,674,189040,3,1,1,1339.9,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
3,18,1805,2,674,189041,1,1,1,5434.8999,2,1,2,5,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,674,189041,2,1,1,793.46002,1,1,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
3,18,1805,2,674,189042,1,1,1,3693.7,2,3,1,,,,,,3,1,1,,,,,,1,,,,,,,,
3,18,1805,2,674,189043,1,1,1,3236.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
